N,Acc2_Mean,Acc2_Std,F12_Mean,F12_Std,Prec2_Mean,Prec2_Std,Rec2_Mean,Rec2_Std,Acc4_Mean,Acc4_Std,F14_Mean,F14_Std,Prec4_Mean,Prec4_Std,Rec4_Mean,Rec4_Std,TrainTime_Mean_s,TrainTime_Std_s,Test2_Infer_Mean_s,Test2_Infer_Std_s,Test2_Viz_Mean_s,Test2_Viz_Std_s,Test4_Infer_Mean_s,Test4_Infer_Std_s,Test4_Viz_Mean_s,Test4_Viz_Std_s
17,0.8692500000000001,0.11798967115811451,0.8422551625554695,0.1536016700755792,0.9176025205915334,0.06472141472975544,0.8692500000000001,0.11798967115811451,0.84525,0.11653647497672134,0.8158645758723835,0.1534520881327661,0.8631587650427721,0.12758940191186324,0.8452500000000001,0.11653647497672134,224.96935872499944,5.937998813993077,5.140453987500678,0.15516706860030932,3.4248621250008,0.03799990535964347,4.4235201500000585,0.14568791281457477,3.327832700000272,0.033668273371305985
18,0.863875,0.07492736065683883,0.8423120640862958,0.09637243599583603,0.9141410354979078,0.03931115065310098,0.863875,0.07492736065683886,0.8325,0.10749738368909263,0.8036906637480625,0.135436911523033,0.8983025230324935,0.05377584993220242,0.8325,0.10749738368909263,228.53461211249896,5.2679908488377984,4.839599462499336,0.1318259776362349,3.4527791000000434,0.07161214175357918,4.51607791250035,0.11846257221628112,3.3448969374990156,0.06213069713558512
19,0.8143125,0.08281113206417359,0.7892459363724615,0.09616776223241684,0.8936867575075949,0.033189447188511155,0.8143125,0.08281113206417359,0.7864375,0.09541862943759985,0.756651712124504,0.11185066769531961,0.8820524203363271,0.036031344456562975,0.7864375,0.09541862943759986,229.18559467500108,4.9432743700004105,4.931663712500267,0.22509861541744353,3.402399874999901,0.04226587455996837,4.513446237500375,0.10570165885955775,3.302370862499629,0.037161869781652215
20,0.928875,0.04005289471436491,0.9238076560012183,0.04612284992795896,0.9471040759449422,0.02270760697532296,0.928875,0.04005289471436488,0.9108750000000001,0.04069532374855863,0.9056966829060005,0.04532091893596471,0.9352678236549247,0.021890398764737064,0.910875,0.040695323748558665,595.8269081874992,333.20373718770287,9.918243825000445,8.479722476793153,7.024619900000289,5.358748795425124,10.661442099999931,7.797720562229251,8.014473624999027,5.262034866983777
21,0.941375,0.04508654871466655,0.938806485217619,0.04939495961293139,0.9567472059650168,0.027591686737519966,0.9413750000000001,0.04508654871466655,0.9195625000000001,0.03911396609588449,0.9161327900229589,0.04464338462858098,0.9360052873078276,0.027908501831997855,0.9195625000000001,0.03911396609588442,344.0852622749999,146.65905854947067,5.585476687499977,0.59434356830516,3.554739987499488,0.09258653932962084,4.905368487500709,0.2960920369878241,3.5401538250007434,0.1730686508195328
22,0.8519375,0.07986333541588406,0.831643895765359,0.09751261264511556,0.9085980844820575,0.0424713424146833,0.8519375,0.07986333541588407,0.8360000000000001,0.0757561878660747,0.8162185214380031,0.08915814670245781,0.8963782958422813,0.0440350340932214,0.836,0.07575618786607466,293.18090177499835,8.843034735610177,5.7163886625003215,0.4084519838084878,3.629710012499345,0.09427312532532178,5.104719775000376,0.22738597975766797,3.432326549998834,0.08161830293297294
23,0.9538125,0.040881641280041583,0.9516895976673347,0.043993135406095105,0.9657742784333294,0.026351605841844553,0.9538125,0.040881641280041583,0.936125,0.04966748810841957,0.9303687845277584,0.061083666066567836,0.9539021473370204,0.025292636279627943,0.9361249999999999,0.04966748810841955,287.64508576249864,14.370385835568438,5.04048443749889,0.27032217807764736,3.4291684499994517,0.0926620203433837,4.756310449999546,0.239301573755192,3.3588755499995386,0.07061785217694616
24,0.88175,0.04921889880929886,0.8647075281466567,0.06609851420075769,0.927380932142825,0.020745389612357737,0.8817499999999999,0.04921889880929887,0.8531875,0.03916945357992627,0.835474285605603,0.055370856611428404,0.9117534724341352,0.012428182475219086,0.8531875,0.03916945357992631,293.5060243625003,4.900282798114862,4.966875350000919,0.1309308224680984,3.4102991625004506,0.03715531598722087,4.756713725001646,0.28808593718690034,3.304811412502204,0.03761195161021262
25,0.86225,0.10282479029883795,0.8437232101833525,0.12305661487595894,0.9050890104417267,0.06772441914845581,0.86225,0.102824790298838,0.8423750000000001,0.11676759771015245,0.8160482428108067,0.14902633374059823,0.8998801397608353,0.06474482678979486,0.842375,0.11676759771015247,282.66061421250106,4.477860695926392,4.952579475000675,0.12091074852564762,3.3920059749989377,0.04723744992833307,4.710279312500461,0.258651252227583,3.3157329250007024,0.04457309116766917
26,0.8667499999999999,0.02937792538624877,0.8482137757427759,0.044812971734672274,0.912698801538136,0.012344885652564848,0.86675,0.029377925386248734,0.8488125000000001,0.025411534659480914,0.8282484187449617,0.03947899260258026,0.8999361883085721,0.017485653727771545,0.8488125,0.025411534659480966,311.41860096250093,6.233382901422029,5.057813575000182,0.19583554259251756,3.4588150749996203,0.05284643272375542,5.003108212499683,0.36299274612294224,3.378452662498603,0.016355923890781034
27,0.9406875,0.05430581086541292,0.9350278870578629,0.06368889263009482,0.9590538002839375,0.030136928361167558,0.9406875,0.054305810865412904,0.9246875,0.06273701932471767,0.9186372823953405,0.07223819271829118,0.9486872200451204,0.03147049476023043,0.9246874999999999,0.06273701932471766,321.7804119249995,11.567870760216875,5.229863537500023,0.24717355400464314,3.440882212497854,0.0287022091317219,4.777724299999136,0.2523444853015897,3.34201209999992,0.0501985410752953
28,0.96525,0.04898660531206464,0.9630692936618894,0.05265119271670428,0.9755469222234128,0.03244862392650618,0.96525,0.04898660531206466,0.9564375,0.05418569777856515,0.9534802779856552,0.059327768162990284,0.9693766117121401,0.033314800178047686,0.9564374999999999,0.05418569777856513,315.4880898624988,7.539209365739889,5.072536737500741,0.18490234422316373,3.4927528875014104,0.05582457495743622,5.140427337499204,0.19780788838784183,3.3935621000009633,0.05166702418306105
29,0.2,0.0,0.06666666666666668,0.0,0.04,0.0,0.2,0.0,0.2,0.0,0.06666666666666668,0.0,0.04,0.0,0.2,0.0,336.3726328249986,8.614058115655045,4.953343687502638,0.23255201301481015,1.1270159250025245,0.017611489109172856,4.417004199997791,0.16581781159994663,1.0771740125001088,0.01765032359755789
30,0.959875,0.052796040334479634,0.9563105362571289,0.059128029236284026,0.9713942213591303,0.03406794642619917,0.959875,0.0527960403344796,0.9475625,0.050792739084932204,0.9434927130039621,0.05791046438481496,0.9616883347114594,0.03060477518298058,0.9475625000000001,0.050792739084932204,355.37196242499886,17.492686854162,5.018309387498448,0.21462516251442224,3.4302724124991073,0.0704815474686957,4.85315502499725,0.25395628671821086,3.360311737500524,0.041122140874801094
