n_train,Acc_2Nm_mean,Acc_2Nm_std,F1_2Nm_mean,F1_2Nm_std,Prec_2Nm_mean,Prec_2Nm_std,Recall_2Nm_mean,Recall_2Nm_std,Acc_4Nm_mean,Acc_4Nm_std,F1_4Nm_mean,F1_4Nm_std,Prec_4Nm_mean,Prec_4Nm_std,Recall_4Nm_mean,Recall_4Nm_std
15,0.844625,0.06353382465269974,0.8417517280491714,0.06638881353665237,0.854668328667658,0.059870977055053114,0.844625,0.06353382465269976,0.803375,0.08630242971666557,0.7983971413761042,0.09117029800313568,0.8198667154177205,0.07988201033089708,0.803375,0.08630242971666557
16,0.81275,0.10502618721061904,0.8089995787447715,0.10866781358393211,0.8320136332973155,0.094484970414902,0.8127500000000001,0.10502618721061902,0.7783125,0.09370396786556051,0.7733717246834857,0.09775408099840253,0.8029386572560586,0.08780484741629555,0.7783125,0.09370396786556051
17,0.839375,0.21725845064116606,0.8382765664820888,0.21803147243632542,0.8540566127262359,0.18588742252271798,0.839375,0.2172584506411661,0.81575,0.20523507862936102,0.8146922810179383,0.20429139969027463,0.8312983581823855,0.17803528135168312,0.81575,0.20523507862936105
18,0.9163125,0.04321598192509341,0.9151295658885901,0.044843548961294735,0.9185336951638607,0.04112781326407068,0.9163125000000001,0.04321598192509339,0.8983749999999999,0.041261172729334786,0.8963542601631996,0.04326389451538842,0.9026461253831903,0.03962264075880427,0.8983749999999999,0.041261172729334765
19,0.87875,0.04117644957982658,0.8759902861507227,0.042299540866875845,0.8878619461001473,0.04115609682229737,0.87875,0.04117644957982659,0.847,0.06380389878369504,0.8420436539523306,0.06643085293980738,0.8603329909354702,0.06492967055976917,0.8470000000000001,0.06380389878369504
20,0.951875,0.04940125884023606,0.9518107689735493,0.04947568045192967,0.9553470508755376,0.04476873646041487,0.951875,0.04940125884023606,0.9300625,0.06482160013259468,0.9286759466015515,0.06755647951010105,0.9332504043788538,0.06211334529796076,0.9300625,0.06482160013259468
21,0.91225,0.06795356870687515,0.9099227382146343,0.07033664269288363,0.9171651249368521,0.06543957168596357,0.91225,0.06795356870687516,0.881375,0.08985326580041486,0.8784317302351698,0.092771531256601,0.8924874614393608,0.08126498593786423,0.881375,0.08985326580041482
22,0.9184375,0.04999964843626403,0.9175456819197827,0.050116614373566015,0.9232902430643294,0.048360225761327855,0.9184375,0.04999964843626402,0.897875,0.06444898660956584,0.8953341323538575,0.06677146803029342,0.9022034413980172,0.06420149768980803,0.897875,0.06444898660956587
23,0.8401875,0.141374488836388,0.8350803168282688,0.14769956852028465,0.8549113974253332,0.1282838631090932,0.8401875,0.14137448883638798,0.8131875,0.15135428997471462,0.8058724548067495,0.1577332801308882,0.8196291253467394,0.14749966694891303,0.8131875,0.15135428997471467
24,0.9546250000000001,0.035277250105414965,0.9544315429343826,0.035678270008829976,0.9585651527492367,0.03230350656287746,0.954625,0.03527725010541499,0.9359999999999999,0.04129769969380861,0.9361522984683165,0.04151982503353469,0.9433716621133172,0.03657722921264198,0.936,0.04129769969380861
25,0.9335625,0.06252271462236744,0.9325324950308811,0.06398597754947483,0.9378769360259299,0.056206816189158744,0.9335625000000001,0.06252271462236746,0.92375,0.061346862185445154,0.9228641842880089,0.06265283506156086,0.927678369938554,0.05622380735386377,0.9237500000000001,0.061346862185445175
26,0.7799375,0.24552945819952032,0.7762756771080468,0.2510808120105688,0.7873913833574335,0.24008886438850943,0.7799375,0.24552945819952035,0.7671875,0.22034730221572943,0.7633757149322202,0.22500568165687268,0.7775887694722151,0.21706643729982428,0.7671875,0.22034730221572943
27,0.9068125,0.08691372787856934,0.905906249923411,0.08789212141486408,0.9087751080552273,0.08688469241077074,0.9068124999999999,0.08691372787856934,0.87575,0.08908984229416955,0.8740059148180398,0.08981208287494795,0.8822822355953602,0.08960490553830047,0.8757499999999999,0.08908984229416951
28,0.785625,0.26683852209716646,0.7845050886076363,0.2673123311421828,0.7998457469807834,0.24536246971138928,0.785625,0.2668385220971665,0.77525,0.25179170458932915,0.7734583825041758,0.2511824977401592,0.7917771678012298,0.23388318653584603,0.77525,0.25179170458932915
29,0.9318125,0.06994772043283469,0.9308411119048575,0.07228042125753692,0.937255765543734,0.05831060663379177,0.9318125,0.06994772043283466,0.9035625,0.07819704178388079,0.9016244887280869,0.0821563377266271,0.9101175521373213,0.07172826724772793,0.9035625,0.07819704178388086
30,0.783125,0.23019444905340355,0.7719053619491183,0.2452165625863397,0.802985077798755,0.20240125271419976,0.783125,0.23019444905340355,0.7585,0.22606871189972308,0.7489274674044293,0.2403995065603008,0.7837663424337631,0.1982304629746838,0.7585,0.22606871189972308
